	BG1	BG13	BG7	C13_12	C13_15	C13_2	C13_5	C13_8	C14_10	C14_14	C14_2	C14_5	C15_10	C15_15	C15_2	C15_6	C16_10	C16_14	C16_2	C16_6	C17_2	C17_6	C17_9	C18_12	C18_16	C18_2	C18_4	C18_7	C19_10	C19_12	C19_2	C19_6	C20_10	C20_14	C20_2	C20_6	C21_10	C21_2	C21_4	C21_6	C22_2	C22_4	C22_6	C23_10	C23_2	C23_4	C23_6	C24_10	C24_14	C24_2	C24_4	C24_6	C25_0	C25_10	C25_15	C25_2	C25_6	C26_0	C26_10	C26_15	C26_2	C26_6	C27_10	C27_13	C27_2	C27_6	C28_10	C28_15	C28_2	C28_6	MAT1	MAT2	SG1	SG13	SG7	SSW	TZ1	TZ13	TZ7	TZF	WM1	WM11	WM13	WM3	WM5	WM7	WM9	WMF	blank
OTU_1114	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	24	1	0	0	1	103	0	0	0	0	0	0	0	111	0
OTU_1115	0	62	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	84	0	1	0	1	37	0	0	2	0	0	0	0	40	0
OTU_1116	0	4	5	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	27	193	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1117	1	8	5	4	11	8	10	19	9	3	13	9	13	4	24	12	0	0	0	0	7	7	11	18	15	0	2	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	43	0	6	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	81	0	0	7	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	18	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1121	1	6	1	3	3	1	11	14	2	0	9	8	0	1	3	4	0	0	0	0	1	2	1	11	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	117	0	0	0	2	2	0	0	2	0	0	1	0	6	0
OTU_1122	0	0	0	0	0	7	1	0	3	18	0	0	7	2	1	0	0	0	0	0	6	4	8	3	2	14	16	6	0	0	0	0	7	0	29	27	0	0	0	0	0	0	0	0	0	0	0	0	0	38	27	16	12	1	0	4	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1123	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	3	1	6	5	0	0	2	0	12	7	4	10	0	6	18	42	7	0	0	0	5	16	4	42	2	9	16	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	5	2	0	0	2	0
OTU_1124	0	3	4	0	1	2	2	0	0	1	1	4	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	16	1	4	1	2	26	1	0	0	0	0	1	0	40	0
OTU_1125	0	18	6	4	9	8	6	5	8	2	6	15	6	2	7	2	0	0	4	0	19	1	4	14	7	3	10	6	0	0	0	0	3	0	3	4	0	0	0	0	0	0	0	0	1	0	0	1	0	5	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	8	0	3	3	0	1	1	0	0	0	0	1	0	4	0
OTU_1126	5	135	2	2	1	0	4	4	1	0	10	2	0	0	7	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	47	0	1	1	0	3	1	0	0	0	0	1	0	4	0
OTU_1127	0	0	2	0	0	2	3	0	1	0	0	0	7	0	0	0	0	0	36	0	5	0	1	0	0	0	0	0	0	0	19	3	4	0	0	25	0	20	12	2	32	11	0	0	22	0	0	2	0	5	22	7	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
OTU_1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	237	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1129	1	0	2	3	4	11	4	12	18	2	10	9	13	1	9	4	0	0	0	0	4	3	4	23	7	1	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	1	1	0	0	0	0	0	0	0	1	0
OTU_1130	0	11	17	5	4	12	14	24	17	2	8	12	19	3	8	9	0	0	0	0	9	10	7	15	5	0	6	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1131	4	0	2	0	0	6	11	4	5	42	2	2	8	4	0	1	0	0	0	0	51	3	8	0	0	46	5	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	1	8	0	0	0	0	1	1	0	0	0	0	0	0	1	0
OTU_1132	83	22	67	1	0	1	1	1	0	0	1	2	2	2	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	27	3	12	0	13	1	1	5	0	0	0	4	0	1	0	2	0
OTU_1133	0	0	2	6	5	7	12	16	12	5	12	12	17	4	15	5	0	0	0	0	11	8	19	18	5	4	5	12	0	0	1	0	0	0	7	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	15	6	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1134	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	11	3	5	162	10	4	9	0	0	0	0	3	0	6	0
OTU_1135	46	1	2	8	7	4	13	18	6	7	5	5	22	3	3	7	0	0	0	0	10	10	16	1	0	2	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	12	0	4	0	0	4	0	0	0	0	0	0	0	0	0
OTU_1136	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	108	115	1	3	0	0	3	0	0	0	0	0	3	0	1	0
OTU_1137	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	1	1	0	0	0	4	0	1	0	5	13	0	30	4	0	2	0	1	28	82	0	1	0	0	2	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	0	2	0	0	0	0	0	0	0	7	0
OTU_1138	4	61	5	2	2	4	4	6	5	0	14	5	7	1	2	4	0	0	0	0	0	5	3	12	1	2	5	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	22	0	2	1	0	2	0	0	0	0	0	1	0	1	0
OTU_1139	1	2	2	7	2	7	4	7	14	28	4	2	23	6	1	3	0	0	0	0	11	15	13	3	0	29	14	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	10	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	3	5	0	1	1	1	2	0	0	1	0	0	0	0	3	0
OTU_1140	96	74	72	2	4	6	5	14	8	5	13	10	15	5	6	4	0	0	1	0	9	4	6	7	2	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	9	2	4	1	1	2	6	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	65	43	41	1	26	5	0	1	0	0	0	0	0	0	0	5	0
OTU_1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1142	12	6	15	1	0	7	2	0	1	4	0	0	7	0	0	0	0	0	0	0	7	0	4	7	4	2	8	3	0	0	0	0	19	0	11	18	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	2	10	1	6	3	3	4	1	0	0	0	0	0	0	1	0
OTU_1143	77	5	9	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	6	6	0	40	16	0	5	3	0	1	0	0	2	0	4	0
OTU_1144	4	13	8	4	3	8	2	9	10	9	5	12	2	6	3	4	0	1	0	0	7	1	3	2	1	3	9	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	27	27	0	0	1	0	2	0	0	0	0	0	0	0	1	0
OTU_1145	2	28	3	6	8	5	9	7	7	0	19	12	4	1	22	2	0	0	0	0	3	4	1	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	34	13	0	0	2	0	0	0	0	0	0	0	1	0	1	0
OTU_1146	77	3	23	0	0	3	4	0	3	10	0	0	3	3	0	0	0	0	0	0	4	5	7	2	0	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	4	0	8	9	0	3	0	0	0	2	0	1	0	1	0
OTU_1147	1	6	4	6	5	14	27	16	23	8	15	11	16	4	5	2	0	0	0	0	14	4	8	5	3	1	5	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_1148	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	4	0	0	0	3	1	3	0	0	0	0	0	42	107	135	20	67	50	0	1	96	20	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1149	74	2	34	0	0	1	1	1	2	16	0	1	1	3	0	0	0	0	0	0	2	3	0	0	0	12	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	39	0	5	0	10	3	0	1	0	0	0	0	0	1	0	4	0
OTU_1150	10	1	5	4	3	12	7	5	11	15	2	11	21	6	7	2	0	0	0	0	26	5	12	13	3	14	13	6	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	4	0	4	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	7	0	5	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1151	2	14	0	1	2	0	0	0	1	0	0	5	1	0	3	0	0	0	9	0	0	0	0	5	4	0	0	2	0	0	4	0	6	7	2	8	0	12	6	25	10	0	0	0	12	26	22	18	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	3	0	0	2	0	0	0	0	0	0	0	5	0
OTU_1153	0	55	22	2	0	1	11	12	10	0	10	2	6	1	0	6	0	0	0	0	1	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	40	29	0	0	0	1	4	0	0	0	0	0	0	0	3	0
OTU_1154	3	13	1	1	1	11	11	5	17	14	3	5	13	10	5	3	0	0	1	0	7	8	6	6	1	9	7	11	0	0	0	0	0	0	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	8	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	9	0	0	0	1	4	1	0	0	0	0	0	0	2	0
OTU_1155	0	6	1	5	2	10	7	9	12	0	60	7	54	6	4	12	0	0	0	0	11	1	33	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1156	2	49	103	0	0	1	2	0	0	0	0	0	2	1	1	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	41	8	0	5	2	1	3	2	0	1	0	0	0	0	2	0
OTU_1157	0	15	10	5	7	0	5	15	4	0	25	19	10	0	23	16	0	0	0	0	1	3	1	16	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	31	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	1	151	0	3	0	0	0	0	54	0	0	4	0	2	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1159	128	37	20	2	1	0	1	1	2	1	0	1	6	0	0	0	0	0	0	0	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	10	0	0	5	0	1	1	0	0	3	0	1	0	0	0
OTU_1160	0	10	6	1	4	1	0	0	0	0	1	3	0	0	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	83	54	1	4	18	10	31	0	0	0	0	0	2	0	16	0
OTU_1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1162	0	3	1	4	13	6	10	9	2	1	5	10	1	0	12	7	0	0	16	0	3	4	2	1	4	1	0	3	0	0	0	2	11	1	3	6	0	2	0	0	0	0	0	0	23	0	0	7	0	3	10	2	0	16	12	9	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	81	8	47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1164	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	68	113	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1165	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	7	0	93	0	0	1	0	0	1	0	114	0
OTU_1166	87	2	8	0	1	4	6	0	2	57	0	0	16	11	1	2	0	0	0	0	22	14	20	0	0	14	4	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	1	4	3	9	8	2	3	1	0	0	0	0	0	0	7	0
OTU_1167	105	5	76	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	5	6	0	5	1	0	5	1	0	0	0	0	1	0	7	0
OTU_1168	16	27	1	4	0	6	13	13	8	1	3	6	19	1	5	2	0	0	0	0	8	3	17	2	0	4	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	13	0	2	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1170	45	64	69	0	1	2	1	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	14	0	7	1	1	2	1	0	0	0	0	0	0	5	0
OTU_1171	4	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	13	1	6	3	3	4	209	0	0	0	0	2	0	8	0
OTU_1172	1	44	11	1	1	0	1	3	4	0	3	1	1	0	5	2	0	0	0	0	4	0	0	2	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	25	1	0	2	1	1	0	0	0	0	0	1	0	1	0
OTU_1173	19	3	26	8	14	20	23	25	15	24	27	28	35	11	37	17	0	0	0	0	23	11	19	44	12	26	11	10	0	0	2	0	1	0	3	6	0	1	0	0	2	0	0	0	5	0	0	11	0	5	17	6	1	5	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	27	35	1	6	0	0	4	0	0	0	0	0	1	0	3	0
OTU_1174	0	70	2	1	0	0	0	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	6	0	0	0	0	1	0	0	5	7	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	44	1	2	1	1	48	0	0	2	0	0	1	0	29	0
OTU_1175	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	7	3	3	0	50	90	0	16	0	2	0	38	1	0	0	25	0
OTU_1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	2	0	0	0	0	50	0	0	0	0	0	0	3	82	0	40	1	0	0	8	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1177	0	0	8	5	3	13	16	6	12	1	14	7	9	2	10	12	0	0	0	0	12	4	5	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	3	0	3	7	41	83	6	3	73	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1179	16	0	8	0	1	3	0	0	3	45	0	0	10	5	0	0	0	0	0	0	11	0	2	0	0	53	20	4	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0	13	3	1	1	0	0	0	0	0	0	0	0	0
OTU_1181	1	19	4	8	4	2	3	7	2	1	10	11	1	0	21	1	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	55	0	0	0	0	1	0	0	0	0	0	1	0	1	0
OTU_1182	0	29	2	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	153	46	0	0	0	0	1	1	0	1	0	0	1	0	3	0
OTU_1183	7	1	6	0	1	1	1	17	3	0	1	1	8	1	1	3	0	0	0	0	1	0	1	22	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	109	2	2	8	1	10	2	0	0	0	0	0	0	2	0
OTU_1184	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	10	0	2	2	5	97	0	0	2	0	0	0	0	105	0
OTU_1185	0	11	13	10	3	1	15	14	3	1	12	15	6	0	22	11	0	0	0	0	1	2	1	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	74	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1186	3	0	5	3	6	9	7	9	5	5	10	15	6	3	13	4	0	0	0	0	14	4	3	9	5	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	16	0	0	0	0	2	0	0	0	0	0	0	0	2	0
OTU_1187	1	2	2	0	0	5	2	0	1	5	0	2	1	0	0	0	0	0	1	0	2	3	4	17	8	1	3	0	0	0	0	0	41	0	58	58	0	1	0	0	0	0	0	0	0	0	0	2	0	7	12	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	2	1	0	0	0	0	0	0	0	0	0	1	0
OTU_1188	17	56	4	2	3	8	1	6	7	0	5	3	2	1	11	1	0	0	0	0	2	3	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	29	36	0	12	5	0	0	0	0	0	0	0	0	0	0	0
OTU_1189	0	12	2	3	5	1	2	7	0	0	2	5	1	0	4	1	0	0	0	0	0	0	2	4	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	88	82	0	5	3	2	6	0	0	0	0	1	0	0	8	0
OTU_1190	72	10	20	1	0	4	3	1	1	14	1	0	3	4	1	0	0	0	0	0	3	2	3	0	0	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	4	4	0	10	3	2	8	1	0	0	0	0	2	0	2	0
